Gene	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
AC005000.1	0	0	0	0	0	0	0	0	0	0
AC005007.3	3	3	0	1	1	0	0	0	1	0
AC005008.2	0	0	0	0	0	0	0	0	0	0
AC005008.3	0	0	0	0	0	0	0	0	0	0
AC005009.1	0	0	0	0	2	0	0	0	2	0
AC005009.2	0	0	0	0	2	2	0	0	2	0
AC005013.5	0	0	0	0	0	0	0	0	1	0
AC005014.5	0	9	5	4	0	2	2	0	4	1
AC005017.2	0	0	0	0	0	1	0	0	0	0
AC005019.2	0	0	0	7	10	0	4	0	1	3
AC005019.3	0	0	0	0	0	0	0	0	0	0
AC005020.1	0	0	0	0	0	0	0	0	0	0
AC005024.1	2	0	0	0	0	0	0	0	0	0
AC005027.3	0	0	0	0	0	0	0	0	0	0
AC005033.6	0	0	0	0	0	0	0	0	0	0
AC005034.2	0	0	0	0	0	0	0	0	0	0
AC005037.1	0	0	0	0	0	0	0	0	0	0
AC005037.3	0	19	11	14	15	16	3	7	15	10
AC005037.4	0	0	0	2	0	0	0	0	0	0
AC005037.6	0	2	0	1	0	0	0	0	0	2
AC005040.3	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	2	0	1	0	2	5	0	5	15
AC005042.1	0	0	0	0	0	0	0	0	0	0
AC005042.2	0	2	1	0	1	2	0	2	0	1
AC005042.3	0	0	0	0	0	0	0	0	1	0
AC005042.4	4	3	8	6	11	2	2	4	10	2
AC005042.5	0	0	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0	0	0
AC005052.1	1	0	0	1	2	3	5	1	4	3
AC005062.2	2	3	7	43	25	8	14	9	6	16
AC005071.1	0	0	2	0	0	0	0	0	0	0
AC005071.2	0	0	0	0	0	2	0	0	0	0
AC005071.3	0	1	3	3	10	2	1	3	2	0
AC005071.4	0	0	1	2	2	6	1	2	1	0
AC005076.5	11	5	16	57	35	16	21	14	20	13
AC005077.12	4	4	6	42	24	33	10	16	58	25
AC005077.14	41	48	41	121	50	191	31	46	245	76
AC005077.5	0	0	0	1	0	0	0	0	0	0
AC005077.7	0	2	0	11	5	0	0	0	0	0
AC005077.8	0	0	0	0	0	0	0	0	0	0
AC005077.9	0	0	0	0	0	0	0	0	0	0
AC005082.1	0	0	0	0	0	0	0	0	0	0
AC005082.12	3	0	0	12	2	5	4	5	36	7
AC005083.1	31	13	30	167	270	65	30	35	84	49
AC005086.1	0	0	0	0	0	0	0	0	0	0
AC005086.2	0	0	1	0	0	0	0	0	0	0
AC005086.3	0	0	0	0	0	0	0	0	2	0
AC005088.1	0	0	0	0	0	0	0	0	0	0
AC005094.2	0	2	0	0	0	0	0	0	1	0
AC005102.1	0	7	3	1	4	0	0	0	0	1
AC005104.3	1	6	3	27	8	11	3	7	16	13
AC005105.2	0	0	0	1	1	0	0	0	0	0
AC005150.1	0	0	0	1	0	0	0	0	0	0
AC005150.2	0	0	0	0	0	0	0	0	0	0
AC005150.3	0	0	0	1	0	0	0	0	0	0
AC005152.3	0	0	0	1	1	0	0	0	5	0
AC005154.6	187	195	302	611	617	939	337	305	670	345
AC005154.7	5	3	9	14	14	37	10	8	21	8
AC005154.8	0	0	2	2	1	8	1	1	2	1
AC005158.1	0	0	0	0	0	0	0	0	0	0
AC005159.1	0	0	0	0	0	0	0	0	0	0
AC005160.3	0	0	0	0	0	0	0	0	0	0
AC005162.4	0	0	0	0	0	0	0	0	0	0
AC005162.5	0	0	0	0	0	0	1	0	0	0
AC005176.1	0	0	0	0	0	0	0	0	0	0
AC005176.2	0	0	0	0	0	0	0	0	0	0
AC005176.3	0	0	0	0	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0	0	0	0	0
AC005187.1	0	0	0	0	0	0	0	0	0	0
AC005189.6	0	0	0	1	0	0	0	0	0	0
AC005197.2	0	0	1	0	1	0	0	0	1	0
AC005204.1	0	0	0	0	0	0	0	0	0	0
AC005215.1	0	0	0	0	0	0	0	0	0	0
AC005220.3	0	0	1	1	0	2	0	0	3	3
AC005224.2	15	3	7	30	12	29	22	15	35	12
AC005227.1	0	0	0	0	0	0	0	0	0	0
AC005229.1	2	3	12	56	39	28	36	27	25	26
AC005229.5	0	0	0	1	0	0	0	0	0	0
AC005229.7	0	2	0	0	0	0	0	0	1	0
AC005235.1	3	0	0	0	4	11	1	3	5	4
AC005237.2	0	0	0	0	0	0	0	0	0	0
AC005237.4	0	0	1	0	1	0	0	0	0	0
AC005251.3	8	10	9	36	22	5	19	9	12	12
AC005253.2	8	21	21	97	52	50	38	12	70	30
AC005253.4	0	0	0	0	0	0	0	0	0	0
AC005255.3	3	1	1	20	18	12	20	10	14	19
AC005255.5	0	0	0	0	0	0	0	0	0	0
AC005255.6	0	0	0	0	0	0	0	0	0	0
AC005256.1	8	5	28	46	3	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	0	0	0	0
AC005262.3	0	0	0	0	0	0	0	0	0	0
AC005262.4	2	3	1	4	1	1	3	0	0	1
AC005264.2	0	3	2	1	5	0	1	0	0	0
AC005276.1	0	0	0	1	0	0	0	0	0	0
AC005281.1	1	1	1	16	5	3	4	1	1	1
AC005281.2	3	0	1	1	0	3	0	1	6	9
AC005284.1	0	0	0	0	0	0	0	0	0	0
AC005284.2	1	0	0	0	0	0	0	0	0	0
AC005288.1	0	0	0	1	0	0	0	0	0	1
AC005300.5	0	3	1	0	0	2	0	0	1	3
AC005301.8	0	0	0	2	0	0	0	0	0	0
AC005304.1	0	0	0	0	0	0	0	0	0	0
AC005306.3	5	13	7	12	4	13	1	3	8	1
AC005307.1	19	16	0	0	10	0	0	0	0	3
AC005307.3	47	41	3	4	0	0	7	13	6	7
AC005324.6	0	0	0	1	0	0	0	0	0	0
AC005324.7	0	0	0	0	0	0	0	0	0	0
AC005329.7	0	0	0	0	1	3	0	1	1	2
AC005330.2	0	0	5	3	103	6	7	3	3	2
AC005336.4	12	5	17	49	134	39	1	0	85	84
AC005336.5	0	11	2	1	0	1	0	0	1	0
AC005339.1	0	0	0	0	0	0	0	0	0	0
AC005339.2	0	0	0	0	0	0	0	0	0	0
AC005351.1	0	0	0	0	0	0	0	0	0	1
AC005355.1	0	0	0	1	2	1	1	1	1	0
AC005355.2	87	89	180	301	242	357	399	196	354	456
AC005355.3	5	0	0	1	1	4	1	3	7	2
AC005357.1	0	0	0	0	0	0	0	0	0	0
AC005358.3	0	0	0	0	0	1	0	0	0	0
AC005363.11	1	3	1	2	2	1	0	0	0	0
AC005363.9	0	0	0	0	0	0	0	0	0	0
AC005371.1	0	0	0	0	0	0	0	0	0	0
AC005375.1	0	0	0	0	0	0	0	0	0	0
AC005387.2	1	6	1	21	2	3	2	4	0	1
AC005387.3	0	9	3	8	4	1	1	1	6	3
AC005391.2	0	1	0	0	1	0	1	1	0	0
AC005392.13	0	0	0	0	0	0	0	0	0	0
AC005394.1	0	0	0	0	0	0	0	0	1	0
AC005412.1	0	0	0	0	0	0	0	0	1	0
AC005477.1	0	0	0	1	1	1	0	0	0	0
AC005480.1	1	10	0	20	6	1	4	2	1	2
AC005481.5	0	4	25	60	29	10	4	8	1	4
AC005487.2	0	0	0	0	0	0	1	0	0	0
AC005488.11	0	0	0	1	0	1	0	0	0	0
AC005498.1	0	0	0	0	0	0	0	0	0	0
AC005498.3	0	0	4	0	4	1	11	4	3	2
AC005498.4	0	0	0	0	2	0	1	1	1	1
AC005510.3	0	0	0	0	0	0	0	0	0	0
AC005513.1	0	0	0	0	0	0	0	0	0	0
AC005514.2	0	0	0	1	0	0	0	0	0	0
AC005517.3	0	1	0	23	15	15	5	8	17	4
AC005518.2	0	0	0	0	0	0	0	0	0	0
AC005519.4	1	16	8	59	10	31	14	14	20	9
AC005522.6	0	0	0	0	0	0	0	0	0	0
AC005522.7	0	0	1	3	0	0	0	0	1	0
AC005523.2	0	0	0	0	0	0	0	0	0	0
AC005523.3	0	0	0	1	0	0	1	0	3	1
AC005532.5	0	3	2	16	3	3	1	2	3	3
AC005534.6	2	5	1	10	7	0	0	2	2	0
AC005534.8	2	2	3	12	4	0	0	0	3	2
AC005537.2	0	0	1	2	3	0	3	0	12	0
AC005538.1	0	0	0	0	0	0	0	0	0	0
AC005538.3	0	0	0	0	0	0	0	0	0	0
AC005538.5	0	0	0	0	0	0	0	0	0	0
AC005539.2	0	0	0	0	0	1	0	0	0	0
AC005540.1	0	0	0	0	0	0	0	0	0	0
AC005540.3	1	1	4	6	15	6	3	4	4	1
AC005546.2	0	0	0	5	2	1	1	3	3	3
AC005549.1	0	0	0	0	0	0	0	0	0	0
AC005549.2	0	0	0	0	0	0	1	2	3	0
AC005550.3	14	3	20	985	120	171	139	131	192	239
AC005550.5	0	0	0	1	1	0	0	0	0	1
AC005559.3	0	1	0	0	1	0	0	0	0	1
AC005562.1	16	7	21	188	92	64	80	60	93	76
AC005562.2	0	0	0	0	0	0	0	0	0	0
AC005578.3	0	0	1	2	0	2	0	1	1	0
AC005588.2	0	0	0	0	0	0	0	0	0	0
AC005592.1	0	0	3	4	4	0	0	0	0	2
AC005592.2	4	2	6	13	67	0	3	0	1	0
AC005592.3	0	0	0	1	4	0	2	0	0	0
AC005593.2	0	3	2	3	4	1	1	1	0	2
AC005597.1	0	0	0	0	0	0	0	0	0	0
AC005599.1	0	0	0	0	0	0	0	0	0	0
AC005606.14	0	0	0	0	1	0	0	0	0	0
AC005606.15	0	0	0	0	0	0	0	0	0	0
AC005609.16	0	0	0	0	2	0	0	1	1	0
AC005609.17	0	0	0	0	0	0	0	1	0	2
AC005609.18	0	0	0	0	0	0	0	0	0	0
AC005609.19	0	0	0	0	0	0	0	0	0	0
AC005609.2	0	0	0	0	0	0	0	0	0	0
AC005609.20	0	0	0	0	0	0	0	0	0	0
AC005614.3	0	0	0	1	1	0	1	0	3	0
AC005614.5	0	0	0	0	0	0	1	0	0	1
AC005616.1	0	0	0	0	0	0	0	0	0	0
AC005616.2	0	0	0	0	0	0	0	0	0	0
AC005618.6	3	21	15	6	174	11	42	23	15	8
AC005618.8	0	0	0	0	0	0	0	0	0	0
AC005618.9	0	0	0	0	0	0	0	0	0	0
AC005621.1	0	0	0	0	0	0	0	0	0	0
AC005624.2	1	0	0	1	1	4	0	0	4	3
AC005625.1	0	0	0	5	0	1	1	0	0	1
AC005626.3	0	0	0	0	0	0	0	1	7	0
AC005631.1	0	0	0	0	0	0	0	0	0	0
AC005668.1	0	0	0	0	0	0	0	0	0	0
AC005682.5	9	1	12	103	7	23	94	60	104	21
AC005682.6	1	0	4	54	5	16	69	65	35	12
AC005682.7	1	2	0	15	8	1	5	0	4	5
AC005686.1	0	0	0	0	0	0	0	0	0	0
AC005701.1	0	0	0	0	0	0	0	0	0	0
AC005702.1	4	91	9	4	5	7	4	6	4	2
AC005702.2	0	140	2	0	0	0	0	0	0	0
AC005702.3	3	307	12	0	1	0	1	0	1	0
AC005702.4	1	535	7	2	1	0	0	0	0	0
AC005703.2	0	0	0	0	0	0	0	0	0	0
AC005703.3	0	0	0	0	0	0	0	0	0	0
AC005722.4	0	0	0	0	0	0	0	0	0	0
AC005725.1	0	0	0	0	0	0	0	0	0	0
AC005730.2	0	0	0	0	0	0	0	0	0	0
AC005740.3	1	1	2	1	5	3	1	2	3	1
AC005740.4	1	1	0	0	0	1	0	0	0	0
AC005740.5	0	3	0	1	1	2	2	0	3	2
AC005740.6	0	1	2	3	6	11	3	3	10	7
AC005741.2	0	0	0	0	0	0	0	0	0	0
AC005752.10	0	0	0	0	0	0	1	1	2	0
AC005753.1	0	1	2	4	3	14	2	2	12	4
AC005754.7	0	0	0	0	0	1	1	2	1	0
AC005754.8	5	0	0	3	1	6	6	9	2	2
AC005757.6	1	0	0	1	1	0	0	0	1	0
AC005757.7	0	0	0	0	0	0	0	0	0	0
AC005758.1	0	0	0	0	0	0	0	0	0	0
AC005772.2	0	0	0	0	0	0	0	0	0	0
AC005775.2	2	23	1	26	16	5	3	1	5	2
AC005776.1	0	3	0	2	1	2	1	0	2	0
AC005777.3	0	0	0	0	0	0	0	0	0	0
AC005779.2	0	1	0	6	0	0	0	1	1	0
AC005780.1	0	0	0	0	0	0	0	0	1	0
AC005783.1	0	0	0	0	0	2	0	0	1	1
AC005785.2	0	30	17	29	24	22	8	7	19	8
AC005785.5	1	6	2	9	2	7	5	2	3	6
AC005786.3	0	0	1	2	0	1	1	1	0	0
AC005786.5	0	0	0	1	0	0	0	0	0	0
AC005786.6	0	0	0	2	0	0	0	0	0	0
AC005786.7	0	0	0	0	0	0	0	0	0	0
AC005789.9	0	0	0	0	0	0	0	0	0	0
AC005794.1	0	0	0	0	0	0	0	0	0	0
AC005795.1	6	15	10	14	11	8	10	4	5	15
AC005796.2	0	0	0	3	1	1	0	0	0	0
AC005808.3	0	0	0	0	0	0	0	0	1	0
AC005822.1	3	13	7	12	7	5	1	0	2	3
AC005828.1	0	0	1	1	0	0	0	0	0	0
AC005838.2	0	0	0	0	0	0	0	0	0	0
AC005863.1	0	0	0	2	0	0	0	0	1	0
AC005863.2	0	0	0	0	0	0	0	0	0	0
AC005884.1	39	34	22	24	10	1	6	1	8	14
AC005901.1	0	0	0	0	0	0	0	0	0	0
AC005915.1	0	0	1	0	0	0	0	0	1	1
AC005926.1	0	0	0	0	0	0	0	0	0	0
AC005932.1	0	0	4	7	3	1	4	4	6	3
AC005943.6	0	0	0	0	0	0	0	0	0	0
AC005944.2	0	0	0	0	0	0	0	0	0	0
AC005954.3	1	4	3	9	2	1	0	0	2	0
AC005954.4	0	0	0	1	0	0	0	0	0	1
AC006000.5	0	0	0	3	0	0	0	0	0	0
AC006003.3	0	0	0	0	0	0	0	0	0	0
AC006004.1	0	0	0	0	0	0	0	0	0	0
AC006007.1	0	0	0	1	0	0	11	17	0	0
AC006011.4	0	0	0	0	0	0	0	0	0	0
AC006014.7	0	0	0	0	0	0	0	0	0	0
AC006014.8	0	0	1	1	0	0	0	1	2	0
AC006019.1	0	0	0	0	0	0	0	0	0	0
AC006019.3	0	0	0	0	0	0	1	0	0	0
AC006019.4	0	0	0	0	0	2	0	0	0	0
AC006022.4	0	0	0	0	0	0	0	0	0	0
AC006026.1	0	0	0	0	0	0	0	0	0	0
AC006026.10	0	1	1	0	1	0	0	0	0	2
AC006026.12	0	0	0	0	0	0	0	0	0	0
AC006026.13	1	0	2	22	14	9	17	4	33	10
AC006026.9	1	1	13	2	1	1	0	0	0	0
AC006028.11	0	2	0	0	0	0	0	0	0	0
AC006033.22	1	10	1	3	5	2	1	2	2	2
AC006037.2	0	0	0	0	0	0	0	0	0	0
AC006041.1	0	0	0	0	0	0	0	0	0	0
AC006042.6	14	22	25	63	49	37	10	11	41	18
AC006042.7	0	0	2	3	0	3	1	0	2	0
AC006042.8	0	3	1	5	1	6	2	3	12	6
AC006050.2	0	0	2	0	0	0	4	0	0	0
AC006070.12	0	0	0	1	0	0	0	0	0	0
AC006076.1	0	0	0	0	0	0	0	0	0	0
AC006077.3	5	4	15	18	20	20	7	6	9	4
AC006077.4	1	0	0	0	0	0	0	0	0	0
AC006088.1	0	0	0	0	0	0	0	0	0	0
AC006115.1	0	0	0	0	0	0	0	0	0	0
AC006115.6	0	0	0	0	0	0	0	0	0	0
AC006116.1	0	0	0	1	1	1	1	1	2	1
AC006116.12	0	0	0	0	2	3	2	0	1	1
AC006116.13	0	0	0	0	0	0	0	1	1	1
AC006116.14	0	0	0	0	0	0	0	0	0	0
AC006116.15	0	0	0	0	0	0	1	0	1	1
AC006116.17	0	2	1	9	6	3	4	4	8	6
AC006116.19	0	0	0	1	5	2	2	0	1	1
AC006116.20	0	4	5	6	17	6	9	3	12	4
AC006116.21	0	0	0	0	0	1	0	0	1	0
AC006116.22	0	2	4	3	1	0	0	0	1	2
AC006116.24	0	0	0	1	1	0	3	2	3	1
AC006116.27	0	0	0	0	0	0	0	0	0	0
AC006126.3	1	1	2	9	0	1	1	0	0	0
AC006126.4	6	12	18	26	33	38	3	12	43	15
AC006128.2	6	87	43	73	63	57	32	15	50	14
AC006129.1	2	0	8	1	1	6	12	7	10	2
AC006129.2	2	1	10	68	1	52	45	29	150	50
AC006129.3	0	0	0	1	0	0	1	2	3	0
AC006130.1	0	0	0	0	0	0	0	0	0	0
AC006130.3	0	0	0	0	0	0	0	0	0	0
AC006130.4	0	0	0	2	0	0	0	0	0	0
AC006133.3	0	0	0	0	0	0	0	0	0	0
AC006133.7	0	0	0	0	0	0	0	0	0	0
AC006145.1	0	0	0	0	0	0	0	0	0	0
AC006145.4	0	0	0	0	0	0	1	0	0	0
AC006150.1	0	0	0	0	0	0	0	0	0	0
AC006150.2	0	0	0	0	0	0	0	0	0	0
AC006153.3	0	0	0	0	0	0	0	0	0	0
AC006156.2	0	0	0	0	0	0	0	0	0	0
AC006159.4	0	0	0	0	0	0	0	0	0	0
AC006159.5	0	0	1	1	0	0	1	0	0	0
AC006160.5	0	1	0	3	0	2	1	6	3	4
AC006195.2	0	0	0	1	0	1	0	0	1	0
AC006196.1	0	0	0	0	0	0	0	0	0	0
AC006227.1	0	0	0	0	0	0	0	0	0	0
AC006262.10	0	0	0	0	0	0	0	0	0	0
AC006262.11	0	0	0	0	0	0	0	0	0	0
AC006262.4	1	0	2	0	1	0	0	0	0	0
AC006262.5	14	1	72	1	138	1	1	1	1	0
AC006272.1	3	0	1	17	5	4	0	1	4	1
AC006272.2	0	0	1	6	1	3	1	1	3	0
AC006273.4	0	0	0	2	13	3	0	0	0	4
AC006273.5	7	11	4	47	113	10	5	2	3	4
AC006277.2	0	5	4	22	7	6	11	3	11	7
AC006277.3	7	7	4	66	53	14	8	10	20	12
AC006288.1	0	0	0	0	0	0	0	0	0	0
AC006296.1	2	0	0	0	0	0	0	0	0	0
AC006296.2	0	0	0	0	0	0	0	0	0	0
AC006322.1	0	0	0	0	0	0	0	0	0	0
AC006326.3	0	0	0	0	0	0	0	0	0	0
AC006326.5	0	0	0	0	0	0	0	0	0	0
AC006328.1	0	0	0	0	0	0	0	0	0	0
AC006328.2	0	0	0	0	0	0	0	0	0	0
AC006328.3	0	0	0	0	0	0	0	0	0	0
AC006328.4	0	0	0	0	0	0	0	0	0	0
AC006328.9	0	0	0	0	0	0	0	0	0	0
AC006335.10	0	0	0	0	0	0	0	0	0	0
AC006335.11	0	0	0	0	0	0	0	0	0	0
AC006335.2	0	0	0	0	0	0	0	0	0	0
AC006335.6	0	0	0	0	0	0	0	0	0	0
AC006355.3	0	0	0	0	0	0	0	0	0	0
AC006366.3	0	0	0	0	0	0	0	0	0	0
AC006369.2	0	0	0	8	0	0	6	2	9	5
AC006369.3	0	0	0	0	0	0	0	0	0	0
AC006371.1	0	0	0	0	0	0	0	0	0	0
AC006372.4	0	0	2	0	0	1	1	0	0	0
AC006372.5	0	0	0	0	0	0	0	0	0	0
AC006372.6	0	0	0	1	0	1	0	0	0	2
AC006373.1	0	0	0	0	1	0	2	0	0	0
AC006377.1	0	0	0	0	0	0	0	0	0	0
AC006378.2	0	2	1	4	13	11	12	8	14	7
AC006380.1	0	0	0	0	0	0	0	0	0	0
AC006380.3	0	0	0	0	0	0	0	1	2	2
AC006386.1	0	0	0	2	2	0	1	0	0	0
AC006390.4	0	0	0	0	0	0	0	0	0	0
AC006427.2	0	0	0	0	0	0	0	0	0	0
AC006445.1	0	0	0	0	0	0	0	0	0	0
AC006445.6	1	4	0	1	0	0	0	0	1	0
AC006445.7	0	4	1	2	3	0	1	0	1	2
AC006449.2	0	0	0	0	0	0	0	0	0	0
AC006452.1	0	0	0	0	0	0	0	0	0	0
AC006452.2	0	0	0	0	0	0	0	0	0	0
AC006458.3	0	0	0	0	0	1	0	0	0	0
AC006460.2	1	0	2	2	2	2	2	0	3	0
AC006461.1	0	0	0	1	0	3	1	0	0	2
AC006461.2	0	0	0	0	1	0	0	0	0	0
AC006466.5	0	0	0	0	0	1	1	0	1	0
AC006478.1	0	0	0	0	0	0	0	0	0	0
AC006480.1	0	0	1	2	0	1	0	1	1	0
AC006482.1	0	0	0	0	0	0	0	0	0	0
AC006483.1	0	0	0	0	0	0	0	0	0	0
AC006483.5	4	7	6	2	2	0	0	0	0	0
AC006486.10	5	5	6	31	11	22	11	5	16	30
AC006486.9	0	0	0	2	0	0	0	0	0	0
AC006487.1	0	0	0	0	0	0	0	0	0	0
AC006499.1	0	0	0	0	0	0	0	0	0	0
AC006499.2	0	0	0	0	0	0	0	0	0	0
AC006499.3	0	0	0	0	0	0	0	0	0	0
AC006499.4	0	0	0	0	0	0	0	0	0	0
AC006499.5	0	0	0	0	0	0	0	0	0	0
AC006499.6	0	0	0	0	0	0	0	0	0	0
AC006499.7	0	0	0	0	0	0	0	0	0	0
AC006499.9	0	0	0	0	0	0	0	0	0	0
AC006509.4	0	0	2	0	0	0	0	0	2	0
AC006509.7	0	0	0	0	0	0	1	0	0	0
AC006534.1	0	0	0	0	0	0	0	0	0	0
AC006534.2	0	0	0	0	0	0	0	0	0	0
AC006534.3	0	0	0	0	0	0	1	0	0	2
AC006538.1	3	4	7	6	15	15	6	9	8	16
AC006538.4	0	0	0	0	0	0	0	0	0	0
AC006538.8	0	2	0	1	0	0	1	0	0	0
AC006539.1	0	0	0	0	0	0	0	0	1	1
AC006539.2	1	0	3	7	0	0	2	1	3	3
AC006539.3	0	0	1	0	1	3	1	0	0	1
AC006539.6	0	0	0	0	0	0	0	0	0	0
AC006547.13	20	23	40	115	65	118	80	52	111	76
AC006547.14	10	2	8	15	76	23	6	4	22	6
AC006547.15	0	0	0	0	0	0	0	0	0	0
AC006547.8	0	0	0	0	0	0	0	0	0	0
AC006548.19	0	0	0	0	0	0	0	0	0	0
AC006548.26	0	0	0	0	0	0	0	0	0	0
AC006548.28	0	1	0	5	0	1	4	1	10	0
AC006552.1	0	0	0	0	0	0	0	0	0	0
AC006557.1	0	0	0	1	0	0	0	0	1	0
AC006840.1	0	0	0	0	0	0	0	0	0	0
AC006925.1	0	0	0	0	0	0	0	0	0	0
AC006926.1	0	0	0	0	0	0	0	0	0	0
AC006942.4	5	1	12	38	8	7	11	12	11	1
AC006946.12	0	3	2	0	0	2	1	0	4	0
AC006946.15	0	2	0	4	2	0	0	1	4	2
AC006946.16	0	1	1	54	0	5	5	8	18	4
AC006946.17	0	0	0	9	0	3	0	2	4	0
AC006947.1	0	0	0	2	0	0	0	1	1	0
AC006960.5	0	0	1	0	5	1	0	0	0	0
AC006960.7	0	0	0	0	0	0	0	0	1	0
AC006978.6	78	84	133	282	184	446	195	195	333	517
AC006987.4	0	0	0	0	0	0	0	0	0	0
AC006987.5	0	0	0	0	0	0	0	0	0	0
AC006987.6	0	0	0	0	0	0	0	0	0	0
AC006987.7	0	0	0	0	0	0	0	0	0	0
AC006988.1	0	0	0	0	0	0	0	0	1	0
AC006989.2	0	0	0	0	0	0	0	0	0	0
AC006994.1	0	3	0	0	2	0	0	0	0	0
AC006994.2	0	0	1	0	2	0	0	0	1	0
AC006994.3	0	0	0	1	0	0	0	0	0	0
AC006995.8	0	0	0	1	0	0	0	0	0	0
AC007000.10	0	0	1	5	0	1	0	0	1	1
AC007000.11	1	1	3	6	1	11	3	3	7	9
AC007000.12	2	0	1	6	3	7	3	3	5	5
AC007003.1	0	0	0	0	0	0	0	0	0	0
AC007006.1	0	0	0	0	0	0	0	0	0	0
AC007009.1	0	2	3	0	0	0	0	0	0	0
AC007009.2	0	0	0	0	3	1	0	0	1	3
AC007016.3	0	1	0	2	2	1	1	0	1	4
AC007036.4	0	1	0	4	4	3	0	0	0	1
AC007036.5	0	0	0	0	0	0	0	0	0	0
AC007036.6	1	0	2	2	0	3	17	1	5	8
AC007038.7	5	0	4	14	39	18	5	8	18	5
AC007040.1	0	0	0	0	0	0	0	0	0	0
AC007040.11	0	0	0	2	1	0	2	3	0	1
AC007040.2	0	0	0	0	0	0	0	0	0	0
AC007040.3	0	0	0	0	0	0	0	0	0	0
AC007040.6	1	0	0	1	1	3	0	3	0	2
AC007040.8	0	0	1	0	0	1	1	4	0	0
AC007041.1	0	0	0	0	0	0	0	0	0	0
AC007041.2	1	4	5	11	3	4	2	1	3	2
AC007050.1	0	0	0	0	0	0	0	0	0	0
AC007050.17	0	1	2	1	0	1	0	0	0	1
AC007050.18	0	0	0	0	0	0	0	0	0	0
AC007056.1	0	0	0	0	0	0	0	0	0	0
AC007064.22	0	0	0	0	0	0	0	0	0	0
AC007064.24	0	0	0	0	0	0	0	0	0	0
AC007064.25	0	0	0	0	0	0	0	0	0	0
AC007078.4	2	0	0	1	0	4	1	0	1	0
AC007091.1	0	0	0	0	0	0	0	0	0	0
AC007096.1	0	0	0	0	0	0	0	0	0	0
AC007098.1	0	0	0	0	0	0	0	0	0	0
AC007099.1	3	1	3	8	14	0	0	0	1	0
AC007099.2	0	0	0	0	0	0	0	0	0	0
AC007106.1	0	0	0	1	0	0	0	0	0	0
AC007115.3	0	1	0	0	0	0	0	0	0	0
AC007126.1	0	0	0	1	1	0	0	0	0	0
AC007128.1	14	7	7	96	44	1	0	0	6	1
AC007131.1	0	0	0	0	1	0	1	1	0	0
AC007131.2	0	0	0	0	0	0	0	0	0	0
AC007131.3	0	0	0	0	0	0	0	0	0	0
AC007136.1	0	0	0	0	0	0	0	0	0	0
AC007161.5	0	0	2	1	1	1	0	0	0	2
AC007163.1	0	0	0	0	0	0	1	0	0	0
AC007163.10	0	0	0	0	0	0	0	0	0	0
AC007163.11	0	0	0	0	0	0	0	0	0	0
AC007163.2	0	0	0	0	0	0	0	0	0	0
AC007163.3	0	1	0	0	0	0	0	0	0	0
AC007163.6	1	2	1	1	0	0	0	0	0	1
AC007163.8	0	0	0	0	1	0	0	0	0	0
AC007163.9	0	0	0	0	0	0	0	0	0	0
AC007179.1	0	0	0	0	0	0	0	0	0	0
AC007179.2	0	0	0	0	0	0	0	0	0	0
AC007182.6	0	0	4	3	1	143	23	83	111	263
AC007191.4	30	41	25	194	270	65	22	18	99	27
AC007192.6	0	0	0	0	0	0	0	0	0	0
AC007193.10	0	0	1	1	0	1	0	1	0	0
AC007193.6	0	0	2	0	2	1	0	0	0	0
AC007193.8	0	0	0	0	0	0	0	0	0	0
AC007193.9	0	0	0	0	0	0	0	0	0	0
AC007204.2	0	0	0	0	6	0	1	1	2	0
AC007204.3	0	0	0	0	0	0	0	0	0	0
AC007216.1	0	0	0	0	0	0	0	0	0	0
AC007224.1	0	0	0	0	0	0	0	0	0	0
AC007228.11	1	5	16	3	61	36	24	18	15	12
AC007228.5	0	0	0	0	0	2	0	0	3	0
AC007228.8	0	1	0	0	1	0	0	0	0	0
AC007228.9	6	0	37	49	43	29	27	25	55	36
AC007229.3	6	1	1	21	19	4	16	6	2	5
AC007237.2	1	1	0	0	0	0	0	0	0	0
AC007238.1	28	16	76	11	46	11	14	16	28	23
AC007241.1	0	0	0	0	0	0	0	0	0	0
AC007242.1	0	0	0	0	0	0	0	0	0	0
AC007246.3	61	30	126	365	379	364	423	228	354	286
AC007248.7	0	0	0	0	0	1	1	0	0	0
AC007249.3	3	2	1	19	8	2	2	4	6	5
AC007250.4	0	0	0	1	0	0	0	0	0	0
AC007251.2	0	0	0	0	0	0	0	0	1	0
AC007253.1	0	0	0	0	0	0	0	0	0	0
AC007255.8	65	24	38	132	126	164	79	49	114	131
AC007256.5	1	2	1	3	1	2	2	3	3	1
AC007271.3	0	0	0	0	0	0	0	0	1	0
AC007272.3	0	0	0	0	0	0	0	0	0	0
AC007274.2	0	0	0	0	0	0	0	0	0	0
AC007274.5	0	0	0	0	0	0	0	0	0	0
