Gene	Length
F2RL1	2958
RN7SKP134	269
GOSR2	5285
AL034449.1	96
RNA5SP264	107
AC006116.15	1103
RP11-1112G13.3	130
HLA-DPA2	733
NMS	485
MIR5692C2	77
CTC-525D6.5	250
RP11-474P2.6	3271
RP11-444B24.2	373
RP11-654A16.1	263
RP11-699F16.2	504
RP11-174F8.1	998
ZNFX1-AS1_1	198
CCDC69	4993
VSTM2A-OT1	3031
CKAP2L	5219
NUP210P1	1194
KARSP1	1752
RPL7P44	742
RP11-508N22.12	7063
LBX1-AS1	3448
RP11-411G2.1	179
SNORD8	110
ACCS	5826
NDUFA6-AS1	5206
UBAP2L	7503
MLLT4	13720
AC136611.1	74
MMP19	4672
CTD-3199J23.6	300
RP11-331O9.5	186
RN7SKP171	303
ARF4P2	526
FEM1C	5816
GOLGA2P6	2049
RP11-528I4.2	778
LINC01079	580
RP5-837G17.1	310
DUX4L19	1267
RP11-196G18.24	671
MTND4P17	350
MRC1	5198
MAPK13	7197
TRADD	2567
GEMIN2P1	752
UHRF1BP1L	6616
TRIM43	1682
AC004069.1	1114
HRAS	1854
CTD-2369P2.4	355
IFIT1	4613
AC025674.1	87
PRDM6	9350
AC006007.1	672
OOSP1P1	274
AJ011931.1	2492
EIF4A1P2	1220
RP11-1E22.1	347
FKBP4P1	1347
SLC30A2	3498
TRAPPC2P5	308
RP11-148B6.1	743
LINC00555	442
RP5-1042K10.13	443
RN7SKP296	341
RNU6-934P	107
AC090957.2	1147
SLC14A2	5409
LRRC8D	4852
LINC01494	1011
RP11-374M1.11	199
OR10J7P	934
EPHA5-AS1	1258
RP11-159F24.2	579
PSMA4	6996
RP5-1125A11.7	3373
RP11-63H19.2	1129
RP11-160C18.4	392
PAX4	2596
RP11-666G4.2	681
RYR2	17777
RP11-299J3.8	2891
AC010518.3	170
RP5-945F2.1	261
TAS2R8	1243
AP000688.15	348
AC005355.2	1107
RP11-262H14.4	2541
CTD-2071N1.1	841
CCDC74A	3077
BOK	2657
RP5-890E16.5	590
NUDT3	9905
RP11-274B21.10	1114
MEIKIN	1992
FAM96AP1	482
AC109642.1	2952
RP11-817G13.3	494
PRR13P5	442
PRR3	4281
FAM204A	15018
SYNDIG1L	2612
ZNF835	3473
AP005227.1	83
RP11-211A18.1	432
LINC01317	1089
AC006022.4	388
CCDC80	13071
RP11-554J4.1	465
AC018693.6	550
RNU7-169P	61
RP11-568N6.1	1907
RP11-294C11.4	353
RP11-38J22.1	271
RP11-587H10.1	614
POM121L8P	1281
EDC3	5103
YBX1P9	679
RN7SL451P	299
CTC-278L1.1	1666
RP11-370F5.4	410
ACBD7	1498
RP11-114L10.2	263
SLC39A5	2903
SRIP2	166
LMCD1-AS1	6458
OR11L1	969
DXO	2483
RP11-522I20.3	1134
RBM7	7885
NF1	26685
FAM185BP	716
IGHV4-31	428
SNORD114-24	72
ACTG1P3	1114
WFDC11	654
AP1G1	10980
IL36B	1869
ARHGAP26-IT1	388
KRT16P5	522
RP3-420J14.1	1345
LINC00113	611
IGLV7-46	385
RP11-654G14.1	497
RSL1D1	6167
KLRD1	17404
RP5-892G5.2	235
RP5-1023B21.1	608
RP11-63H19.6	515
DGKB	9491
MIR4296	88
RP11-317J10.4	677
GRPEL2-AS1	401
RP11-511P7.4	1075
FBL	2182
RN7SKP76	323
RP11-5P15.1	1899
RP11-875H7.2	384
BST2	1119
RP11-142A5.1	202
KRTAP19-8	318
HRCT1	950
RIN1	5469
SIPA1L1	12412
MKKS	6953
AC195454.1	957
AC069157.2	88
LA16c-60G3.5	118
DDAH2	2538
LINC00189	1087
AC090505.6	4181
PEX3	2222
CTC-436K13.3	548
ALOX15P2	1897
Z82214.3	531
TUBB8P3	803
PTGES3L	2856
RP11-628M2.1	226
HSPA7	1927
RP5-1087E8.3	440
RNA5SP53	120
KRT8P9	1449
CSTB	2490
RPL31P3	332
CTD-2649C14.2	1491
ZMYM2	13618
FLYWCH2	1365
USP17L1	1593
MIR325	98
RP11-367B6.2	434
RP11-220H4.2	544
EVL	10621
RANBP9	3347
PGPEP1L	1576
ADCY10	6139
FAM64A	2823
PGM5-AS1	604
RP1-313L4.4	266
KLK12	1769
RP11-607P23.1	347
RP11-363J20.2	578
MIR493	110
RNA5SP118	109
TBC1D3P6	962
PDK4	4519
PNLDC1	2206
STRN	8345
RP11-288C18.1	2618
DUX4L16	1264
RP11-473M20.9	1326
RP11-250B2.5	2123
AP000781.1	100
AC245028.1	94
RP11-284F21.10	3222
AL445074.1	112
RP11-661A12.5	498
CHCHD4P2	420
AC004074.4	1063
RP1-90G24.8	562
RP11-598D14.1	490
LINC00551	1668
OR7E24	1550
CTD-2326C4.1	459
PCDHB19P	3112
RP11-215P8.4	669
GFRA4	1517
ENGASE	6173
RP11-216P6.2	210
MIR580	97
OSTCP4	449
RP11-89K10.2	376
CCDC175	3245
RP11-21I4.2	1038
MTND4P5	1375
EIF2AK4	11957
MEX3B	4364
MIAT_exon5_3	377
RN7SKP28	305
RP5-1049N15.2	1854
RP3-333B15.5	530
PIGL	6162
LINC01022	394
VN1R107P	209
MYO15A	19123
PSMA2P3	675
RP11-574F21.3	2875
RP11-524H19.2	586
UBTFL7	1191
RNA5SP300	107
FHOD1	5407
RPP40P2	712
DDX5	7319
RP11-268P4.5	429
PFKL	8926
AFG3L2P1	1765
RPS4XP9	780
THRIL	1977
RP11-118E9.1	842
AC006262.11	286
RP11-565F19.3	235
RP11-90P5.1	791
AC005339.2	392
AC104417.1	127
PKP1	6211
AKAP1	5399
LINC01327	535
CTD-2619J13.13	459
ASTL	1654
RP11-561G1.3	339
IFT20	3227
SGSM1	8607
RP11-236B18.2	380
RP11-468E2.4	4798
TPT1P8	555
ACTN4P1	1451
RBMY1D	1921
CCDC154	2726
ACAD10	8931
GAPDHP62	990
OR2Y1	1058
RP11-806L2.2	2106
RNU6-965P	96
RN7SL101P	279
RP11-330C7.3	797
RNU4-86P	219
SAP30BP	8268
CLDN14	2853
AC078852.2	441
RP11-775H9.1	503
AC024028.1	437
RHBDL2	2795
RP11-402L5.2	183
C10orf10	2979
RP11-70C1.3	1956
EMC1	10650
RP11-62E14.2	464
LINC00362	264
RP11-344L21.1	633
RP11-463J7.3	433
AC005522.6	346
SPATA16	2106
ZDHHC20P2	429
MS4A8	2583
AC034205.1	72
UFM1	4382
CTD-2532D12.4	1140
AL021395.1	73
RP11-468E2.1	2740
RP11-52J3.2	1019
HUS1B	1025
OTOL1	1434
MIR3613	87
PRY2	1353
RP11-81K2.2	3578
RP11-212I21.3	2160
RP11-781E19.1	2205
EIF2S2P3	999
AL139319.1	93
CTD-3131K8.2	2067
RP11-785G17.1	1543
TLE1	4906
SEPT4	8012
AC090707.1	68
AC068533.1	85
DMRTB1	2440
IGFBP5	6442
RPL28	6933
AL138935.1	595
RP11-274E6.1	98
RP11-131K5.2	1982
RP11-566K11.4	985
TTTY21B	307
GAGE12J	541
CTD-2530H12.8	546
RP11-320L11.2	742
RP11-629O1.2	679
RP11-302L19.3	980
RPS7P12	582
RP11-85G18.6	1002
ACTG1P9	2658
PPP1R3E	5548
CTB-95D12.1	2263
RP11-126K1.8	358
RP11-826F13.1	1556
KIF9-AS1	4898
RP11-108M11.3	131
RN7SL121P	273
RP11-109E24.1	1128
RP13-820C6.2	495
MPDU1	3285
KRT31	1596
RP11-152K4.2	381
AP000688.29	2336
RP11-820I16.3	528
SMAD1-AS2	1090
MIR6825	66
RP11-3N2.7	658
RP11-483M24.2	400
KRT5	4292
CTB-55O6.13	352
RNU6-906P	107
NUP214	13062
GRK5-IT1	400
PRKCSH	5166
IGHV3-30	431
TMEM45B	3027
HSD17B1	5658
RN7SL310P	281
BZW1P1	1240
RP11-591L14.1	361
CICP8	2813
PIAS1	10776
RP11-37C7.1	318
MGST2	3182
THSD7B	6761
RP11-432I13.6	882
MIR5692C1	91
RP11-333E1.2	498
XXbac-BPG34I8.3	572
FABP5P12	389
RP11-731D1.3	163
AC007881.4	187
RNU2-28P	189
AP001062.7	4354
RP11-22N19.2	847
RNU1-39P	165
RP5-1059H15.1	548
OR52B6	1008
LRCH1	7307
RP11-536P16.2	158
RP3-495K2.2	934
AC097506.1	89
WTIP	13733
KRT18P67	1264
RP13-24G8.2	230
LL22NC03-22A12.9	1561
AC104532.3	356
RAD21	6192
RP11-609N14.4	4439
RP11-332E19.2	525
OR51G1	966
MIR4476	70
RP11-791G16.4	1268
LINC00662	7958
AP000925.2	1449
RP11-259G18.1	674
RP11-23A22.1	255
RP11-33N16.2	341
ZNF229	5505
TRIM60P5Y	574
CTC-264K15.6	502
RP11-289F5.1	791
C6orf118	2240
RP11-182I10.1	241
CTD-2194F4.2	737
RP5-945F2.3	641
RNU6-565P	100
LINC01091	7779
HSD17B7P1	1017
CTD-2341M24.1	1568
INHBE	3015
LINC01151	571
RNU6-243P	107
CXorf38	6043
AL162614.1	136
NEDD1	4463
LINC01206	14145
NDUFB8P2	538
RP11-513D5.2	434
RNU6-1212P	104
AC009305.2	91
MTND2P32	1038
KB-1552D7.2	1989
HSPB11	3236
SNORD114-28	72
ZNF689	4159
RP11-22P4.1	687
LY6D	1553
CTD-2600H12.2	2304
TBCCD1	3405
RN7SL654P	292
CD83	2515
RP13-26D14.2	349
RP11-62L18.3	310
ZMYM4	7647
SUCLA2	3238
RP11-474I11.7	637
RP11-230F18.5	3362
RP11-315A16.3	291
BDP1	12436
PLK5	2353
ARFGAP2	5918
RP11-211N11.5	692
RNU4-88P	86
GTF2H2	8676
MIER3	5763
AC019129.2	57
RN7SL214P	265
TRPM2-AS	2292
JAZF1	4020
RPL7P4	730
CDC37L1-AS1	613
CTA-38K21.2	2492
AC004655.1	70
RP11-401F2.2	234
SMG1P4	6290
C2orf80	1435
TTTY8B	708
AC005276.1	837
PLEKHB1	4933
BUB1B	4476
RP11-40H19.1	808
RNF150	11007
ARR3	1729
RP11-1145L24.1	488
RPL31P2	377
SLC9A3P3	2229
RN7SKP223	62
AC084290.2	374
KRTAP12-1	588
NDRG1	9823
AC012414.1	86
NANOGP4	913
MAP4K2	7649
RNA5SP119	117
TRIM56	11173
RP4-536B24.4	802
KRT8	5011
AC026366.1	77
APLP1	3656
OR2L13	1886
VN1R84P	235
RNU6-662P	104
RP11-875H7.5	563
RP11-402L5.1	648
KLHL28	8076
RBBP8P1	1844
AGPS	8197
RNF208	1150
EIF4A1P9	1207
PSMC1P8	1296
RNU6-505P	107
NR2E3	3244
AL445384.1	111
RP11-13P5.1	845
PTPN9	8632
AC083864.3	482
MIR1305	86
TMEM150C	3671
MTATP6P4	675
AC096546.1	82
SCRT2	3577
AC016722.3	652
IGLV2-11	400
AC007347.1	180
AGGF1	5051
RP13-1032I1.7	1977
LAMTOR1	2778
RNU6-718P	105
APCDD1L-AS1	4940
PGLS	2847
AC016700.4	312
ZNF436-AS1	2655
RP11-395L14.13	698
KIAA1731NL	2758
HCG19P	634
BX088563.1	69
COX6A1P2	330
SNORD112	72
LMF2	3054
ELAVL4	6963
UBQLN1	7117
RP11-849I19.2	1302
PPIAP9	498
TPT1P3	512
COBLL1	17178
C7orf26	2728
RP11-473O4.1	575
RP11-1078H9.5	1376
MIR4274	91
AC104002.1	61
USP33	6918
OPCML-IT1	2936
RP11-732M18.4	561
RP11-242D8.1	1191
AC002115.5	362
CTA-246H3.12	747
RP11-21A7A.2	883
RP1-111D6.3	1371
RP11-28G8.1	3204
CTD-2192J16.11	543
ZNF283	7229
OR4A44P	948
DYNLT1	2949
RP1-292L20.2	586
EIF3EP1	1316
C10orf11	6560
CTD-2308N23.2	806
PANX3	1667
MIR3177	82
MIR4419A	77
CTD-3148I10.15	1421
RP11-91I20.1	529
SNORD57	72
RP11-468N14.10	706
RP11-155D18.13	2054
TECRL	6023
RP11-649A18.4	717
SLC25A3	8896
RP11-284A20.2	943
RP11-426C22.6	561
RP11-313P13.5	708
CDK5RAP1	4567
RP11-397H6.1	271
VBP1	2018
DLEC1P1	576
MYO10	13963
SNORD115-28	81
RP11-431N15.2	713
CTA-503F6.2	308
CALD1	9843
PAPLN	7699
PRDM13	3276
CTC-422A18.2	359
USP44	5386
CCNHP1	678
CCZ1B	7316
RP11-690C23.2	964
MIR3918	93
PHYHIPL	4093
ZNF573	4689
OR7E1P	958
RP11-452L6.5	3026
RP11-476D10.1	1951
CCNH	4660
ZNF552	2989
RNU6-1159P	107
RP1-130L23.1	390
FAM13A-AS1_1	119
DSCR10	860
RP11-603J24.17	434
MTURN	6532
RP11-403N16.3	3007
RP11-490G8.1	465
RP11-2K6.1	240
NPIPB11	4398
ATP6V1C2	3324
RP11-411B10.5	1240
RP11-468H14.1	588
IL21-AS1	3748
HNRNPA1P51	947
DYNLL1P1	269
ADAD1P2	646
FSD2	6536
JMJD1C-AS1	1335
GRN	3520
CTD-3233P19.7	313
MTND3P7	343
EPHX3	2034
C8G	1024
CTA-407F11.9	352
AC012507.3	2265
RP11-356N1.2	610
ZBTB20-AS1	2035
SNCA	4014
TDGF1P5	453
AC108456.2	134
AC068535.1	95
AC005537.2	4520
UBQLN1P1	1169
RP11-79M21.3	194
LOC440461	676
AC013403.13	263
NUMB	10760
AL353803.1	97
AL391730.1	107
STARD3NL	4348
MAN2A1	11815
PCAT7	1164
MIR378F	78
RP11-211N8.3	457
WASF3	5162
RP11-805I24.1	7430
RP1-313I6.12	686
PRSS38	1267
AGPAT2	1798
RP3-461F17.1	291
TIMM17A	3513
CTA-246H3.8	663
SLC39A2	1575
ACTG1P4	1122
RP11-804H8.5	241
PRICKLE2	8726
NUP43	4432
ORC4	8915
KB-1205A7.2	301
AL590007.1	111
TRIM48	1445
ZNF335	7521
PQLC2	2686
RP11-2L8.1	560
CTA-384D8.31	157
RASA4CP	4057
RP5-888M10.2	438
RP11-104E19.1	947
GRIA2	8941
RNU6-426P	97
ARMC9	9661
RP11-640N20.9	447
CTC-360J11.4	2072
FBXL17	8125
PIAS3	4805
RPL34P22	318
OR52E4	1030
MTND2P14	351
HMGB1P45	653
AC115115.4	248
UBA5	6827
SPEG	17910
LINC00445	756
RP11-1114I9.1	633
ISL2	2221
AK8	2731
CTD-2529O21.1	443
TRAJ19	60
AC142528.1	974
RP11-476H20.1	440
AC003003.5	2798
IGKV1-22	326
RP11-162J8.2	714
CTD-2619J13.14	3417
RP11-402D21.3	194
RP11-16L9.1	790
RP11-65L19.4	1370
GAPDHP42	981
GS1-115M3.4	248
RP11-159H10.3	1967
KRT81	1929
KRT8P12	2047
FOXD4L1	2491
MEOX1	2707
BTF3P8	526
RP11-422J15.1	2477
MIR328	111
OR7E154P	932
FAM133DP	691
FOXD4L3	2039
RP5-1039K5.12	1849
RP11-102C16.3	452
ZNF70P1	624
RP11-1060G2.2	2773
ACKR3	2258
RNA5SP486	83
RNF17	5634
NDUFB11P1	465
RPL22P19	441
INO80	7014
IGLL5	2472
RP11-71L14.3	2938
LINC01519	2029
RP11-507D14.4	169
RP11-169D4.3	560
DDC	3136
XXbac-BPG32J3.19	1266
CH17-472G23.4	6524
PLS3	4145
AL591704.5	690
WSB1	8602
GJB4	2840
CTD-2540M10.1	293
RP11-490M8.1	366
RP11-257O5.2	1667
RNU6-1262P	96
RPS25	1477
ZNF625-ZNF20	3639
AL161752.1	91
RP1-199J3.6	2288
CTD-2047H16.3	2161
LNX1	5725
RNA5SP364	78
B4GALT1	4901
HM13-AS1	489
RP11-322N21.2	395
RN7SKP273	314
PLCXD1	6191
CU104787.1	54
TEPP	3103
MIR4750	56
ASCC3	11731
TTC13	4212
RP11-321N4.4	618
RP11-101B14.1	858
OR5AC2	930
RP11-85G21.2	156
AC141928.1	4525
BNIP3P2	577
EMX1	5516
RP11-403N16.2	524
ZNF275	8139
RP11-566H8.2	1228
ADAM10	16168
FOS	3238
FAM86HP	1301
LINC01388	416
AL589931.1	91
PTGDR	3033
IFNL3P1	501
PATE4	2882
PRR22	1806
ARL2BPP5	481
SETMAR	3567
RNA5SP359	113
MIR6779	64
AC013553.1	115
RNA5SP287	103
CLDN6	1739
DSE	15016
CELF2-AS1	2468
RP11-72K17.1	1020
RP11-216F5.1	382
UBE2Q2P12	204
HTR5A-AS1	2730
RP11-561E1.1	1240
MIR3907	151
AP000889.3	110
ADIPOQ	4613
RNU6-1168P	104
PKMP2	1677
BEND3P1	2966
MRPL1	1943
SRP68P1	269
ARHGAP8	4990
PSMA6P2	686
LINC00458	2444
MCU	4533
FBXW4	5038
RP11-204E4.4	2744
PPIAP3	505
AC010091.1	4712
DCHS2	16281
TWISTNB	3997
ULBP2	1349
IMPDH1	3662
SLC39A8	6480
AC108713.1	165
DOCK4-AS1	2494
RP11-267C16.2	1347
RP11-770J1.7	545
RNU6-238P	106
PDGFA	4151
RBFOX3	9873
RP11-1148L6.5	450
AC007967.3	1159
VWA5A	6403
FER1L6-AS1	2315
MAGEB3	2305
MTTP	5398
SDHAP3	1173
YTHDF1	3301
DPY19L4	7136
SENP2	7169
MIR99A	81
CTC-559E9.1	4334
IGHD1-7	17
NXF2	2343
AC007389.3	1656
CPXCR1	1630
CTC-428G20.2	370
MAGEA9B	1814
RP11-83B20.3	1834
RP1-111C20.3	331
RP11-689B22.2	859
ARMC4	4773
ANKRD7	1631
RP5-1142A6.10	1482
AC005550.3	3743
RASSF8	7619
SLIT1-AS1	689
RP11-342K6.1	1747
OVAAL	1489
RNU2-31P	155
KRT18P33	1043
CTD-2061E9.1	523
RP11-264J4.10	1594
OAS2	6264
TSPY10	1941
RNU6-1335P	107
ARHGEF11	8950
RP11-17P16.1	2458
GOLGA1	6019
SLC1A3	6265
AC005255.6	930
CTD-2533K21.1	148
RP11-798G7.7	826
HAAO	2726
MIR8057	69
RP11-848D3.5	535
VN1R20P	966
AC010874.1	93
RP11-624A21.1	3925
NAP1L4P1	1157
RP11-282M16.1	235
DNAH1	13872
AC010731.2	440
OR5M11	918
IL18R1	4353
RP11-118G23.2	307
RNU6-106P	107
RP11-386B13.4	911
AL139099.1	78
AC005703.2	343
ABHD12B	4444
RP11-863P13.5	559
FAM24A	596
MRPL13	4209
IGLL3P	434
RP11-810O3.2	216
AC104183.1	85
LL0XNC01-73E8.1	612
MAP3K14-AS1	3775
CYSLTR2	5372
AC118562.1	110
AUH	2258
CTC-215O4.4	366
PKDREJ	7693
SLC22A14	3659
NR2F1-AS1	7720
RP11-161H23.8	229
OR6C69P	893
CTD-2651B20.8	597
RP11-106D4.2	4001
AP001619.1	98
RP5-857K21.5	802
THRSP	1174
LINC01296	6465
ADAM21P1	2311
RP11-763B22.6	408
AC008622.1	48
RP11-351A11.1	471
GIMAP2	2097
BCL7A	6565
HIST4H4	2578
YTHDC1	7032
SRP19	3632
RP11-553K8.2	363
ANHX	3452
AC018816.1	97
LRRC34	4851
RP11-335K5.3	122
RNA5SP263	128
RP11-298O21.6	457
RN7SL265P	300
HIGD1AP6	279
CSMD2	18157
LINC01473	1450
SNORD83B	93
CTC-490E21.13	641
RPL18P11	530
CCKBR	2655
NAMA_1	131
ELP3	5390
AC012445.1	607
RP11-463M16.5	195
FCGR3B	3073
COX6B1P5	249
POLR3GP2	668
RP11-408P14.1	870
RP11-90K17.2	448
RP11-488L18.1	1941
RP11-135A24.4	383
RNF223	1902
RP3-344J20.3	458
HMGB1P41	440
UQCRFS1P3	385
SNORA47	138
OR2AP1	930
RP11-381E24.4	382
RP11-462B18.1	454
CTD-2332E11.2	628
RP11-631M21.1	390
RN7SKP110	285
MTND1P30	901
AC016970.1	89
SUPT3H	5205
MIR7974	79
WT1-AS_1	109
MAGI2	10089
AC084125.4	428
RP11-10L12.2	1241
RP11-174J11.1	622
IFNL4	1836
RP11-397O4.1	433
USP19	5731
TBC1D12	6921
RP11-191A15.1	337
RP11-533K9.3	501
HAGHL	4890
RP1-21O18.3	710
ME3	3838
TAB3P1	1831
RP11-61L19.1	3485
TSPYL2	4948
RP11-802O23.4	309
OR5BR1P	1330
TGFB2	5151
ADH5P2	1124
AC126755.3	121
RNY3P1	102
RN7SKP168	300
RNU6-5P	107
PAM16	2383
RN7SL483P	285
VWA5B2	5730
HERC4	15847
KCNA1	8361
VDAC3	3141
ZNF503	3347
RP11-499O7.7	482
RAD23B	4615
SMIM7	6020
GNPDA2	7150
NDUFA7	1413
RP1-93L7.3	730
RP11-639F1.2	840
AC018634.9	401
LINC00528	2160
MIR6083	106
ZNF469	13287
DNM3	11329
RP4-604G5.1	680
NADK	5570
AC005037.1	114
RP11-456J20.1	2459
MTND1P26	538
RP3-461P17.10	3150
RP11-172E10.1	545
MIR320C1	88
AC098869.1	93
PLCL2-AS1	311
CYCSP4	331
IGHJ2	52
CAB39	5360
RPS18P1	458
ZNF440	6427
BEND7	9815
DPPA2P4	878
RP11-632K20.6	1262
AL121931.1	90
AC090349.1	105
HIST1H3D	411
GSC2	1033
CTA-280A3.2	9537
RP11-368M16.5	334
GLTPP1	622
KRT18P26	1281
RP11-796A5.4	769
OR4K11P	904
CSNK1E	6700
CCND2	7157
RP5-1059L7.1	2598
ANKRD55	2979
OR1X5P	894
IGHD6-25	18
PADI6	2396
RP11-280O24.3	792
CH17-270A2.1	234
SNORD114-17	75
RP11-498C9.2	529
MIR632	94
HMGB1P9	646
CTB-58E17.2	571
AC011999.1	1024
RP11-51G5.1	340
OSGEPL1	3583
RP11-700E23.2	768
ZNF668	3935
RPS12P18	270
MDFI	2523
AC009127.1	101
MIR30E	113
AC116609.3	256
RP11-65J3.15	141
GAL3ST1	3017
CCNYL1	4707
RPL7AP23	776
RNU1-35P	153
TRERF1	7732
SCAND1	1996
ZNF678	8915
RN7SL278P	296
RP11-363E7.4	1965
SNX29P1	797
KIAA1324L	8115
ATXN3	28202
TEX15	11663
RP11-321M21.3	715
RP11-160K17.1	279
CHRNA1	2807
RAB40C	4180
RP11-235G24.1	813
RNA5SP247	105
MIR657	98
AC112504.1	99
AGTR2	2882
C7orf25	3248
MIOXP1	835
LPPR5	4571
CT45A7	998
ART2BP	499
RHCG	2607
GOT2P5	546
FAM53A	4239
BCLAF1	9297
RRP8	6922
CTD-2014E2.7	641
KCNJ12	5617
RP11-252P18.1	121
RP11-218F4.1	1340
IGKV2OR2-7	304
YIPF4	12233
RP11-195E2.1	679
AC009238.7	424
IGLV7-43	385
RP11-181K12.2	794
FAM92A1P2	2455
FAM127B	1265
CSMD2-AS1	2253
TPRX1	2075
RP11-400N13.1	675
CTB-102L5.7	1890
RNU6-136P	107
RP3-400B16.4	640
KAZALD1	3613
RP13-93L13.1	456
LDHAL6A	2586
RP11-284H19.1	525
C1QL1	1295
AL031601.5	563
HCFC1	9004
RP11-500M10.1	973
TMEM198B	3564
RP11-631F7.2	426
RP11-386M24.8	240
CUX2	7648
SPANXA2	691
RNA5SP141	120
CRISP2	1518
RP5-1125M8.3	243
RNU6-601P	107
RP11-64K12.1	564
RAD51AP2	3724
RP11-730K11.1	2908
AC092670.1	403
AC062021.1	557
TNFSF9	1665
RPSAP63	888
RP11-674I16.2	706
METTL20	6868
AC004702.2	195
RP11-474N8.9	309
RP11-403P13.1	889
AC020636.1	136
RP11-318G8.4	1343
TRAJ61	60
Z95704.3	1156
MDK	2196
SNRPEP4	279
RP11-401O9.3	641
RP3-446N13.2	589
PDHX	3760
DNAJC27-AS1	5651
RP11-474D14.2	763
AC093162.5	704
RNU6-168P	101
SLCO1B1	2229
PTK2	13742
RP11-21K12.2	1565
IL23R	3012
IGLV4-60	362
MIR6818	65
RNU6-97P	104
PSTK	6118
HNRNPA1P63	963
OR11H5P	971
AP000770.1	738
RP11-715G15.2	418
PRSS55	3135
C10orf95	1469
RP11-309L24.4	3631
AC010196.1	59
HSPA8P9	1943
CTA-212A2.1	1921
RP11-509M23.1	376
AC007229.3	412
AL365361.1	114
FEN1P1	1145
ARCN1	4177
AC114755.7	831
AC009508.1	499
AL135878.1	95
RP11-311D14.1	1045
HSBP1	9525
RP11-344A7.1	392
CTD-2623N2.3	712
RP11-575H3.1	528
AC007405.6	967
LDOC1	1381
RNU6-359P	108
RP11-227G15.2	271
RP11-368I7.6	663
RP11-294J22.5	286
RP11-263K4.3	3141
ZNF25	4244
OTOA	7209
HOXA11-AS1_4	233
RP3-465N24.6	485
RIN3	8683
AF274855.1	96
METTL2B	6749
RP4-669L17.1	385
RP11-326C3.12	1277
RP11-360F5.3	455
RP11-140C5.3	607
AC016751.3	280
CCNA1	2400
RNU6-50P	103
RP11-173P15.9	416
DDX11L1	1735
RNU1-4	164
RN7SL309P	286
BTBD6	2392
AC005077.5	370
RP11-849F2.9	674
RN7SKP193	306
PCDHA2	6054
EIF4EP3	656
RP11-2H3.6	420
FLJ20019	690
FADS6	2861
RP11-1102P22.1	978
RP5-906A24.2	573
DDX24	8636
AC010148.1	2973
Z82205.1	92
AC018693.5	530
RNU6-71P	107
AC006160.5	750
SOX3	2517
VASH1	6502
RNU1-73P	164
MTND6P19	524
LINC01495	684
SH3RF2	7232
HNF4A	7311
RP11-428J1.2	423
METTL25	3672
OR5AH1P	283
RP11-739N20.2	486
HOXD11	2110
CA13	5528
AC133528.2	415
RP11-114H24.7	353
CNTN4-AS2	426
RHOXF2	1309
RP11-179A10.3	307
OR9Q1	2488
AC018359.1	1135
CD151	3938
AIMP1	3328
HNRNPA1P3	551
RNU6-775P	96
GS1-594A7.5	611
AC020922.1	72
RP11-983G14.3	622
DCDC2B	1869
RP11-14D22.2	341
RPL7P21	635
MIR101-1	75
BLID	862
AP3B1	7310
RP11-136C24.1	331
RNA5SP70	79
GAL	1300
SEC24C	5272
CTB-60B18.18	598
WT1-AS_3	234
MUC17	14579
MIR4504	113
COTL1P2	352
AC012603.1	113
RP3-461F17.2	486
MIR647	96
RP11-479O17.9	2251
RP11-319E16.2	3387
MIR21	72
RN7SL716P	268
RP1-309K20.6	872
LINC00114	1972
RP11-749H20.2	349
TRIM49	2163
TRPC7-AS1	460
CTC-527H23.3	539
C7orf49	5321
PLS1-AS1	346
RP11-385D13.1	5514
IGHVIII-2-1	291
RP11-203B7.2	4159
PMCH	766
RP11-439A17.4	494
AC018495.3	452
RP11-993B23.3	792
RAPGEFL1	5711
CBLN1	2594
OR7H2P	306
LINC01088	3995
AMN1	3195
RP5-1098D14.1	577
RP11-354H21.2	554
ARF1P1	544
WNT10B	2629
TXNDC17	3784
SPRY4-IT1_1	91
RNF13	3635
RP11-430H10.3	561
PDCL2	861
AL355075.1	104
CYP4F9P	1339
RP11-478B11.2	358
AL157359.3	424
BSG	3796
LDHAP5	622
KHDRBS1	3588
B3GALNT2P1	1295
RP11-281P23.1	4019
RNF141	7820
FOXRED2	5577
NBPF12	7272
OR9K2	1122
RP11-642C5.1	591
AL117209.1	118
PCDHA4	13440
AC106765.1	99
CTD-2072I24.1	295
RP11-415F23.4	551
AC091705.1	209
RP11-444K7.8	501
ZNF861P	639
SCN1A	9312
CH17-52D20.2	822
RP11-308N19.1	1759
CTC-830E23.1	301
AC026271.5	1348
LIMD1-AS1	1651
HNRNPLP1	1501
TRBV7-4	347
TBL1XR1-AS1	855
ACE	8365
RP11-23E10.2	660
CTD-2337A12.1	1488
RP11-79N23.1	850
RP11-809F4.2	1074
RP11-638I2.9	552
AC091705.2	91
NDUFC2-KCTD14	731
RP11-791G15.2	393
CIB4	1049
ZNF680P1	1469
RP11-266K4.9	1397
RP11-343J3.7	476
RP11-287D1.2	1863
RP11-496H1.2	349
RP11-508N22.10	102
RP11-104L21.2	303
RP11-424N24.2	612
AC006372.4	4049
AC124789.1	1248
AC021218.2	2536
MIR137HG	4746
AL133247.2	646
RP11-280K24.4	5982
MKS1	4078
ROPN1L	1817
RP1-102K2.9	1737
ASNSP4	447
WDR83	2360
NFYC-AS1	1687
SNRPGP9	225
AC007967.2	625
IGDCC3	5552
FP671120.2	114
APCDD1	5943
